system:index,HAND,TWI,builtup,dist_water,elevation,flow_accum,impervious,slope,.geo
2100,7.39168,9.797499167868637,0.52528757,984.8857801796104,9.59168,0.051704235,0.9437876890269898,0.5267299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.22684580396361,12.98270285242004]}"
2101,7.4186897,11.279005019247762,0.40453756,894.4271909999159,9.61869,0.16381711,0.9037062041489115,0.5861467,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.22776781315024,12.98270559204318]}"
2102,8.103475,10.282214800013433,0.45433855,806.2257748298549,10.335558,0.042904463,1.0,0.3890704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.22868982254816,12.98270832839805]}"
2103,7.5620933,10.021056389524684,0.460057,721.1102550927978,9.957746,0.013912857,0.9444640748616204,0.41109625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.22961183215712,12.982711061484647]}"
2104,7.034251,10.155594437307851,0.5550151,640.3124237432849,9.534251,0.035910618,0.9845968075860241,0.7214451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23053384197686,12.982713791302967]}"
2105,7.6605244,9.701254038747223,0.46024764,565.685424949238,10.160524,0.019313714,0.9480566262177266,0.5581399,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23145585200716,12.982716517853007]}"
2106,7.320425,9.287246064198149,0.2947536,500.0,9.820425,0.029237187,0.9193423185163709,0.93952173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23237786224772,12.98271924113476]}"
2107,7.0723386,10.427613299791233,0.16762103,447.21359549995793,9.367812,0.07973421,0.24415236610234417,0.9989241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23329987269832,12.982721961148227]}"
2108,7.5374255,9.163151502501352,0.12191952,412.31056256176606,9.237426,0.014569168,0.3112719550888176,0.9600982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23422188335871,12.982724677893403]}"
2109,7.145084,9.557853559772386,0.30176246,400.0,8.845084,0.016798757,0.5230077048080156,0.768274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23514389422864,12.982727391370286]}"
2110,6.352028,9.783817334089752,0.448399,412.31056256176606,8.144503,0.025313547,0.9821599315058618,0.6755464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23606590530783,12.982730101578868]}"
2111,5.009972,10.278479819677324,0.5007392,447.21359549995793,7.3785796,0.043029845,0.994392606746455,0.9466601,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23698791659605,12.98273280851915]}"
2112,3.4646068,10.183709742589048,0.53135747,500.0,6.364607,0.042877067,1.0,0.98934996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23790992809305,12.982735512191129]}"
2113,2.8000975,9.767676689441556,0.55006623,565.685424949238,5.7000976,0.026484026,0.9916701739521471,0.7122062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23883193979856,12.982738212594798]}"
2114,2.4575608,10.6685365512493,0.5526288,640.3124237432849,5.357561,0.030130155,0.991670175494648,0.345032,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23975395171234,12.982740909730158]}"
2115,2.2663085,12.237021962822437,0.57872885,721.1102550927978,5.1663084,0.0760426,1.0,0.14820957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.24067596383412,12.9827436035972]}"
2116,2.3404677,11.464994315345663,0.57437617,806.2257748298549,5.240468,0.025397552,1.0,0.13574968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.24159797616369,12.982746294195925]}"
2117,2.3881822,9.740927847226642,0.55566823,894.4271909999159,5.437571,0.008333576,1.0,0.31882095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.24251998870076,12.982748981526328]}"
2118,2.5700512,9.366325103583426,0.41208208,984.8857801796104,5.621051,0.008333576,0.6175123848168059,0.46472466,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.2434420014451,12.982751665588404]}"
2119,1.5358946,9.118744194675804,0.17203663,1077.0329614269008,4.5885024,0.008333576,0.17115423766590143,0.5955015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.24436401439644,12.982754346382153]}"
2120,0.77893245,10.978272542713746,0.19773087,1170.4699910719626,3.8331468,0.46300164,0.6206034169652063,0.37528533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.24528602755454,12.98275702390757]}"
2121,0.44396946,13.153097338330143,0.44237906,1264.9110640673518,3.4997885,1.310621,0.9645960030526252,0.20663346,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.24620804091913,12.982759698164651]}"
2122,0.3179594,13.458814160416917,0.18682341,1360.1470508735445,3.2878444,2.2749734,0.9173374055523985,0.19836877,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.24713005448999,12.982762369153392]}"
2123,0.38065577,11.881263784786237,0.08286161,1421.2670403551895,3.2806559,1.0891012,0.8750530386987017,0.35871843,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.24805206826683,12.982765036873793]}"
2124,1.0902499,9.938074501595588,0.0127501665,1486.6068747318507,3.9902499,0.035359915,0.5736713860436731,0.6554201,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.24897408224942,12.982767701325846]}"
