system:index,HAND,TWI,builtup,dist_water,elevation,flow_accum,impervious,slope,lon,lat,log_flow_accum,flood_haz
17657,2.2000003,12.42880776850799,0.19661014,1300.0,9.3,0.12176689,0.2207672378336009,0.29135865,80.2873389984904,13.108560201247744,0.1149050225914474,1.0
17658,2.4767222,12.075398983562875,0.21670027,1208.3045973594571,9.576722,0.117648765,0.4471236389584084,0.27076828,80.28826148679005,13.108562750427774,0.1112271616880065,1.0
17659,3.1349077,10.249286950847674,0.27002332,1118.033988749895,9.650361,0.009533323,0.7318396027092923,0.20251332,80.28918397528481,13.108565296306592,0.0094881676365558,1.0
17660,3.0801504,11.52726524343859,0.4167256,1029.5630140987,9.396405,0.06752622,0.9906141842275424,0.13804021,80.29010646397444,13.10856783888419,0.06534402787989,1.0
17661,4.405149,11.45796694496648,0.45944345,943.3981132056604,9.405149,0.07341284,0.9855759828245352,0.17253587,80.29102895285868,13.108570378160568,0.0708431426789859,1.0
17662,4.182272,11.4906919035686,0.37641484,860.2325267042627,9.182272,0.124241896,0.6854220303560548,0.30302012,80.29195144193729,13.10857291413572,0.1171089382815697,
17663,3.610453,11.47893130372092,0.39274526,781.0249675906654,8.610453,0.13442875,0.9982086605603122,0.52732,80.29287393121,13.108575446809644,0.1261292202686536,
17664,2.6051047,11.043806174621174,0.3186215,700.0,7.605105,0.16336153,0.9252198344784642,0.7380797,80.29379642067656,13.10857797618234,0.1513136850748444,
17665,1.5384746,12.840564505402112,0.2760581,600.0,6.5384746,0.2876627,1.0,0.43193355,80.29471891033673,13.1085805022538,0.2528287145039121,1.0
17666,1.2246492,10.853873655173832,0.4792897,500.0,6.2246494,0.18096536,0.9464512462253905,0.62717885,80.29564140019025,13.10858302502402,0.1663322057097009,1.0
17667,0.81527877,10.94790142254642,0.7145493,400.0,5.8152785,0.15581927,1.0,0.3479267,80.29656389023687,13.108585544493003,0.1448094171972343,1.0
17668,0.76375985,11.006645411147025,0.27648926,300.0,5.6954618,0.41649985,0.9587111823353848,0.42240804,80.29748638047633,13.10858806066074,0.3481889343936175,1.0
17669,1.968393,11.832498565886704,0.31359565,200.0,5.048767,0.90423715,0.995813749670478,1.1458446,80.29840887090837,13.108590573527229,0.64408148218445,
17670,2.6172886,8.458106051572353,0.2840133,100.0,2.6172886,0.014575659,0.9864897578943008,1.9903524,80.29933136153277,13.108593083092469,0.0144704551274051,
17671,2.4790072,9.931545307507289,0.08876486,1800.0,15.779007,0.013119697,0.2753882034974242,0.40823126,80.19047590687975,13.109178340044055,0.0130343791942895,1.0
17672,3.7355037,10.130802234373505,0.096144296,1802.7756377319947,15.47717,0.01096416,0.1903118092194797,0.26415044,80.1913983766526,13.109181236039449,0.0109044893605105,1.0
17673,4.1064544,9.42435211616385,0.37451974,1811.077027627484,15.106905,0.008466415,0.8989259276926915,0.44883385,80.19232084664714,13.109184128733755,0.008430775924043,
17674,3.2815313,9.183683935534376,0.3125453,1824.8287590894656,14.281531,0.0083513735,0.6821544884223044,0.54607946,80.19324331686306,13.109187018126969,0.0083166937290318,
17675,2.3232286,9.292920008857529,0.09265121,1843.9088914585773,13.323229,0.0083294,0.0476878749794054,0.48842558,80.19416578730018,13.109189904219088,0.0082949019806405,1.0
17676,2.0064607,14.09643677008511,0.031663135,1868.154169226941,13.00646,0.21317299,0.0,0.10255878,80.19508825795819,13.109192787010109,0.1932392331489126,2.0
17677,2.1895545,10.813677036776213,0.010878051,1897.366596101028,13.189554,0.028761769,0.1018022892248659,0.28012165,80.19601072883687,13.109195666500026,0.0283559130409104,1.0
17678,2.7317662,9.847432959478938,0.07110571,1931.3207915827968,13.731766,0.011860306,0.2832278408700791,0.3660169,80.19693319993594,13.109198542688835,0.0117905237878073,1.0
